date,price,t1,t2,t3,re
2018/9/6,-0.761703289,-0.764978845,-0.765797734,-0.767708476,0.26204062
2018/9/7,-0.7608844,-0.761703289,-0.764978845,-0.765797734,0.251968862
2018/9/10,-0.760338474,-0.7608844,-0.761703289,-0.764978845,0.250168
2018/9/11,-0.761976252,-0.760338474,-0.7608844,-0.761703289,0.238607334
2018/9/12,-0.757608844,-0.761976252,-0.760338474,-0.7608844,0.265342551
2018/9/13,-0.744506619,-0.757608844,-0.761976252,-0.760338474,0.305621931
2018/9/14,-0.749146991,-0.744506619,-0.757608844,-0.761976252,0.222391229
2018/9/17,-0.757062918,-0.749146991,-0.744506619,-0.757608844,0.206160629
2018/9/18,-0.753787362,-0.757062918,-0.749146991,-0.744506619,0.26026478
2018/9/19,-0.753241436,-0.753787362,-0.757062918,-0.749146991,0.250899693
2018/9/20,-0.739866248,-0.753241436,-0.753787362,-0.757062918,0.311528945
2018/9/21,-0.734952914,-0.739866248,-0.753241436,-0.753787362,0.270425431
2018/9/25,-0.733042173,-0.734952914,-0.739866248,-0.753241436,0.252029931
2018/9/26,-0.731131432,-0.733042173,-0.734952914,-0.739866248,0.249286839
2018/9/27,-0.742868841,-0.731131432,-0.733042173,-0.734952914,0.186486487
2018/9/28,-0.744506619,-0.742868841,-0.731131432,-0.733042173,0.237214399
2018/10/8,-0.745598471,-0.744506619,-0.742868841,-0.731131432,0.245401813
2018/10/9,-0.730585506,-0.745598471,-0.744506619,-0.742868841,0.322764241
2018/10/10,-0.733315136,-0.730585506,-0.745598471,-0.744506619,0.237855766
2018/10/11,-0.733315136,-0.733315136,-0.730585506,-0.745598471,0.244047901
2018/10/12,-0.733315136,-0.733315136,-0.733315136,-0.730585506,0.240299307
2018/10/15,-0.733315136,-0.733315136,-0.733315136,-0.733315136,0.240546981
2018/10/16,-0.745598471,-0.733315136,-0.733315136,-0.733315136,0.186847357
2018/10/17,-0.73822847,-0.745598471,-0.733315136,-0.733315136,0.282911576
2018/10/18,-0.74996588,-0.73822847,-0.745598471,-0.733315136,0.197940862
2018/10/19,-0.747782176,-0.74996588,-0.73822847,-0.745598471,0.261788462
2018/10/22,-0.744233656,-0.747782176,-0.74996588,-0.73822847,0.265894149
2018/10/23,-0.749146991,-0.744233656,-0.747782176,-0.74996588,0.222388101
2018/10/24,-0.748874028,-0.749146991,-0.744233656,-0.747782176,0.243347939
2018/10/25,-0.754879214,-0.748874028,-0.749146991,-0.744233656,0.21458924
2018/10/26,-0.751603658,-0.754879214,-0.748874028,-0.749146991,0.260438474
2018/10/29,-0.768254402,-0.751603658,-0.754879214,-0.748874028,0.171281402
2018/10/30,-0.764159956,-0.768254402,-0.751603658,-0.754879214,0.269551487
2018/10/31,-0.777535144,-0.764159956,-0.768254402,-0.751603658,0.189573249
2018/11/1,-0.776443292,-0.777535144,-0.764159956,-0.768254402,0.254786483
2018/11/2,-0.770711069,-0.776443292,-0.777535144,-0.764159956,0.27453907
2018/11/5,-0.782175515,-0.770711069,-0.776443292,-0.777535144,0.191673604
2018/11/6,-0.772894773,-0.782175515,-0.770711069,-0.776443292,0.286159606
2018/11/7,-0.769346254,-0.772894773,-0.782175515,-0.770711069,0.260861368
2018/11/8,-0.770984032,-0.769346254,-0.772894773,-0.782175515,0.237368255
2018/11/9,-0.774805514,-0.770984032,-0.769346254,-0.772894773,0.227977448
2018/11/12,-0.785178108,-0.774805514,-0.770984032,-0.769346254,0.198834447
2018/11/13,-0.778626996,-0.785178108,-0.774805514,-0.770984032,0.27917766
2018/11/14,-0.775897366,-0.778626996,-0.785178108,-0.774805514,0.262491288
2018/11/15,-0.775897366,-0.775897366,-0.778626996,-0.785178108,0.247546318
2018/11/16,-0.714480688,-0.775897366,-0.775897366,-0.778626996,0.530000349
2018/11/19,-0.720485874,-0.714480688,-0.775897366,-0.775897366,0.211811304
2018/11/20,-0.733042173,-0.720485874,-0.714480688,-0.775897366,0.172569998
2018/11/21,-0.734679951,-0.733042173,-0.720485874,-0.714480688,0.226257749
2018/11/22,-0.738501433,-0.734679951,-0.733042173,-0.720485874,0.227393957
2018/11/23,-0.741504026,-0.738501433,-0.734679951,-0.733042173,0.241505362
2018/11/26,-0.73003958,-0.741504026,-0.738501433,-0.734679951,0.312673055
2018/11/27,-0.739593285,-0.73003958,-0.741504026,-0.738501433,0.210534991
2018/11/28,-0.733861062,-0.739593285,-0.73003958,-0.741504026,0.271816474
2018/11/29,-0.733861062,-0.733861062,-0.739593285,-0.73003958,0.238766427
2018/11/30,-0.731404395,-0.733861062,-0.733861062,-0.739593285,0.248293097
2018/12/3,-0.733042173,-0.731404395,-0.733861062,-0.733861062,0.232850234
2018/12/4,-0.731404395,-0.733042173,-0.731404395,-0.733861062,0.254004612
2018/12/5,-0.727855876,-0.731404395,-0.733042173,-0.731404395,0.26779228
2018/12/6,-0.729766617,-0.727855876,-0.731404395,-0.733042173,0.243125673
2018/12/7,-0.728401802,-0.729766617,-0.727855876,-0.731404395,0.255217631
2018/12/10,-0.728674765,-0.728401802,-0.729766617,-0.727855876,0.243696426
2018/12/11,-0.733042173,-0.728674765,-0.728401802,-0.729766617,0.221951683
2018/12/12,-0.729220691,-0.733042173,-0.728674765,-0.728401802,0.26027785
2018/12/13,-0.723215504,-0.729220691,-0.733042173,-0.728674765,0.273146116
2018/12/14,-0.726218097,-0.723215504,-0.729220691,-0.733042173,0.233181673
2018/12/17,-0.724034393,-0.726218097,-0.723215504,-0.729220691,0.257607415
2018/12/18,-0.720212911,-0.724034393,-0.726218097,-0.723215504,0.265070919
