date,a,b,c,d,e,f,g,h,j,k,l,m,open
2017/9/18,12715,213.0924094,177.7,6.5618,53.78,372210,12942.86,954742,9400,204.05,114.68,9400,12635
2017/9/19,12665,208.8,174.3,6.5859,53.81,370930,12814.29,670886,9400,204.05,114.68,9400,12500
2017/9/20,12450,210,178.2,6.5742,54.06,372800,12760,730224,9400,204.05,114.68,9400,12490
2017/9/21,12205,207.8,175.3,6.5934,54.59,373460,12471.43,1053220,9400,204.05,114.68,9400,12000
2017/9/22,11935,207,176.5,6.5922,54.84,374150,12350,756326,9400,204.05,114.68,9400,12050
2017/9/25,12120,213.0924094,178,6.6205,55.62,373080,12421.43,593142,10130,204.05,114.68,10130,12160
2017/9/26,12235,211.5,177.2,6.6305,56.43,373670,12464.29,623764,9400,204.05,114.68,9430,12270
2017/9/27,12240,214,178,6.635,56.07,375090,12485.71,491062,9400,204.05,114.68,9430,12280
2017/9/28,11800,206.1,166.5,6.6699,55.59,375110,11721.43,738642,9400,204.05,114.68,9430,11380
2017/9/29,11080,205.5,170.5,6.647,55.2,377500,11528.57,1029326,9400,204.05,114.68,9430,10980
2017/10/9,11165,213.0924094,169.3,6.6285,53.7,375040,11357.14,480106,9600,204.05,114.68,10000,11120
2017/10/10,11205,206.9,166,6.5861,54.23,373790,11528.57,530232,9600,204.05,114.68,10000,11200
2017/10/11,11180,206.4,160,6.5887,54.54,375410,11471.43,813866,9900,204.05,114.68,9900,11240
2017/10/12,11185,205.2,162.3,6.5888,54.44,373770,11422.86,744468,9900,204.05,114.68,9900,11210
2017/10/13,11220,203,164.1,6.5868,55.12,373460,11595.71,723038,9900,204.05,114.68,9900,11200
2017/10/16,11495,198.1,163.5,6.5912,55.74,373170,11717.14,842814,9900,204.05,114.68,9900,11990
2017/10/17,11390,189.5,162.3,6.616,55.83,372860,11624.29,834600,9900,204.05,114.68,9900,11440
2017/10/18,11465,189,201.3327889,6.6205,56.12,372720,11652.86,680050,9900,204.05,114.68,9900,11430
2017/10/19,11440,188,158.7,6.6277,55.52,370510,11501.43,1012402,9900,204.05,114.68,9900,11330
2017/10/20,11455,186.7,158,6.62,55.41,371070,11691.43,765716,9400,204.05,114.68,9400,11540
2017/10/23,11415,190.8,158.8,6.6398,55.77,368520,11625.71,855536,9400,204.05,114.68,9400,11395
2017/10/24,11410,199,156.6,6.6332,55.59,369740,11595.71,798228,9400,204.05,114.68,9400,11395
2017/10/25,11445,193,157.7,6.6408,56.33,371890,11631.43,787384,9400,204.05,114.68,9400,11455
2017/10/26,11445,195.7,157.6,6.6357,56.45,375760,11658.57,659354,9400,204.05,114.68,9400,11470
2017/10/27,11375,195,156.8,6.6528,57.55,376310,11535.71,860204,9400,204.05,114.68,9400,11315
2017/10/30,11260,188.2,151.2,6.6476,58.27,377140,11457.14,539046,9400,204.05,114.68,9400,11230
2017/10/31,11195,185.9,149,6.6272,58.53,379920,11364.29,532438,9400,204.05,114.68,9400,11120
2017/11/1,11335,190,155.7,6.6161,59.21,380070,11574.29,897376,9400,204.05,114.68,9400,11370
2017/11/2,11465,189.5,155.5,6.6063,58.45,382490,11668.33,712628,9400,204.05,114.68,9400,11525
2017/11/3,11515,213.0924094,156.6,6.6295,59.12,385930,11705.83,516596,9400,204.05,114.68,9400,11555
2017/11/6,11845,194.5,161.5,6.6339,61.02,384390,12094.17,825304,9200,204.05,114.68,9550,12015
2017/11/7,11970,194.9,159.5,6.6324,62.07,393310,12095.83,635110,9200,204.05,114.68,9550,11940
2017/11/8,11875,191.3,159.4,6.6343,61.61,395710,12045.83,605906,9200,204.05,114.68,9550,11830
2017/11/9,11930,190.1,157.5,6.6391,61.7,397790,12091.67,879842,9550,204.05,114.68,9550,11855
2017/11/10,11755,187.6,155.2,6.64,61.91,401070,11887.5,536784,9200,204.05,114.68,9500,11670
2017/11/13,11705,189,156.9,6.6422,61.27,403680,11916.67,881538,9200,204.05,114.68,9400,11750
2017/11/14,11735,188.7,158,6.6431,60.52,406240,11916.67,639590,9400,204.05,114.68,9500,11750
2017/11/15,11390,180.3,151,6.6298,59.79,412480,11525,957928,9400,204.05,114.68,9500,11300
2017/11/16,13310,182,151.6,6.6327,59.98,412120,11754.17,481826,9400,204.05,114.68,9500,13270
2017/11/17,13315,181,150,6.6353,59.9,417390,11754.17,426376,9200,204.05,114.68,9200,13295
2017/11/20,13320,179.2,150.4,6.63,60.33,421410,11729.17,476104,9200,204.05,114.68,9200,13385
2017/11/21,13220,174.5,150.8,6.6337,60.49,424970,11716.67,860386,9200,204.05,114.68,9200,13335
2017/11/22,13365,175.4,150.6,6.6159,61.09,427940,11745.83,520622,9200,204.05,114.68,9200,13390
2017/11/23,13685,213.0924094,152.8,6.5823,61.14,219280,12095.83,825634,9500,204.05,114.68,9500,13725
2017/11/24,13800,183,154,6.6037,61.64,222420,12095.83,625100,9500,204.05,114.68,9500,13845
2017/11/27,13630,184.5,152.6,6.5979,61.51,225160,11860,830944,9220,204.05,114.68,9220,13410
2017/11/28,13450,186,154.9,6.5949,61.31,225710,11887.5,550240,9200,204.05,114.68,9400,13545
2017/11/29,13680,189.9,156.5,6.5988,61.14,228380,12066.67,660766,9200,204.05,114.68,9520,13765
2017/11/30,13700,189.3,157,6.6107,61.06,233390,11991.67,722676,9280,204.05,114.68,9600,13505
2017/12/1,13850,193.3,159.7,6.6065,61.71,238710,12327.27,874996,9280,204.05,114.68,9600,14065
2017/12/4,14295,198.6,165.3,6.6187,61.45,240430,12672.73,798540,9600,204.05,114.68,9900,14410
2017/12/5,14275,198.8,163.3,6.6131,60.87,242610,12568.18,651410,9600,204.05,114.68,9900,14220
2017/12/6,13885,195.9,162.8,6.615,60.73,246700,12240.91,728296,9600,204.05,114.68,9900,13835
2017/12/7,13805,197,159.8,6.6155,60.12,247390,12086.36,890464,9600,204.05,114.68,9600,13550
2017/12/8,13565,193.7,159.8,6.6175,61.03,252960,11968.18,589444,9600,204.05,114.68,9600,13615
2017/12/11,13615,193.1,159.6,6.6173,61.94,254510,11981.82,758640,9600,204.05,114.68,9900,13550
2017/12/12,13635,194.4,159.8,6.6212,62.75,259740,12040.91,569000,9600,204.05,114.68,9900,13670
2017/12/13,13605,194.2,159.7,6.6203,61.5,262600,12045.45,640870,9600,204.05,114.68,9900,13610
2017/12/14,13765,195.5,161.1,6.6088,60.87,266570,12227.27,815288,9600,206.15,119.88,9900,13800
2017/12/15,13885,194.9,161.2,6.6084,61.48,270650,12304.55,537510,9600,205.95,116.03,9900,13940
2017/12/18,14060,198.1,164,6.617,61.64,272850,12436.36,665832,9600,205.9,114.14,9600,14075
2017/12/19,13935,198,163.4,6.6075,61.72,275600,12359.09,466282,9600,205.1,112.45,9600,13920
2017/12/20,13975,198,163.3,6.5798,62.16,277070,12395.45,470876,9900,204.5,112.16,9900,13975
2017/12/21,13940,197.6,163.4,6.5858,62.66,277890,12381.82,484316,9900,204.4,113.21,9900,13905
2017/12/22,13620,198.5,161.5,6.5687,62.66,283620,12045.45,764240,9900,203.8,112.75,9900,13535
2017/12/25,13620,207.9,201.3327889,6.5404,63.07,288080,12104.55,475662,9900,206.1,110.41,9900,13565
2017/12/26,13710,210,168.3,6.544,63.07,289860,12268.18,681030,9900,206.1,110.41,9900,13840
2017/12/27,13815,210.1,166.3,6.5555,64.24,291890,12218.18,497058,9900,205.75,116.16,9900,13715
2017/12/28,13660,207.6,163.8,6.5348,64.17,293730,12045.45,537038,9900,204.9,116.28,9900,13735
2017/12/29,13675,205.4,160.6,6.512,64.47,305290,12143.64,437026,9900,204.9,115.59,9900,13630
2018/1/2,13850,213.0924094,166,6.4967,64.84,307790,12268.18,420254,9900,205.75,117.73,9900,13865
2018/1/3,13850,213.0924094,167.7,6.5017,65.13,309790,12268.18,357380,9900,205.55,119.16,9900,13820
2018/1/4,13645,206.2,167.3,6.4968,66.13,312490,12086.36,609688,9900,205.1,117.79,9900,13670
2018/1/5,13615,202.8,167.3,6.4851,65.86,313280,12086.36,487210,9900,204.3,117.97,9900,13630
2018/1/8,13580,213.0924094,166.6,6.4956,65.85,317850,12027.27,354408,9900,202.85,117.95,9900,13600
2018/1/9,13635,203.4,166.9,6.5207,66.39,318450,12022.73,402656,9900,202.45,119.09,9900,13625
2018/1/10,13625,204.7,167.6,6.5179,67.24,322530,12131.82,578646,9900,201.35,119.68,9900,13600
2018/1/11,13650,203.1,168,6.5088,67.38,326640,12127.27,367120,9900,201.6,119.16,9900,13700
2018/1/12,13875,204.7,169.6,6.468,67.17,333160,12295.45,609728,9900,203.05,123.43,9900,13880
2018/1/15,13915,205.1,172.6,6.4417,67.78,333150,12382.73,426190,9600,204.2,125.13,9900,14000
2018/1/16,14085,204.3,169.1,6.4366,67.54,336050,12379.09,488292,9900,203.1,127.15,9900,14060
2018/1/17,14030,203.6,167.9,6.4325,67.07,341210,12379.09,357048,9900,200.85,126.77,9900,14020
2018/1/18,14090,206.1,169.6,6.4255,67.2,344090,12379.09,352548,9900,200.5,126.32,9900,14090
2018/1/19,13990,203.5,170,6.404,66.48,348830,12379.09,550068,9900,200.1,127.32,9900,13995
2018/1/22,13980,204.4,170.1,6.4036,66.89,350580,12379.09,360016,9600,198,127.45,9600,13980
2018/1/23,13855,199,169.3,6.4042,67.32,360010,12318.18,616726,9600,195.25,126.84,9600,13580
2018/1/24,13615,196.1,170.6,6.3875,67.61,362480,12300,299564,9600,194.05,122.59,9600,13560
2018/1/25,13610,195.2,173,6.335,68.46,362770,12300,441566,9600,194.5,121.22,9600,13625
2018/1/26,13605,195.7,173.9,6.3227,67.94,362750,12313.64,335894,9600,194.5,122.38,9600,13605
2018/1/29,13595,188.7,171.1,6.3266,67.6,362610,12172.73,462042,9600,193.55,119.83,9600,13565
2018/1/30,13540,188.5,171.5,6.3415,66.6,367460,12140.91,622148,9600,192.95,117.83,9600,13540
2018/1/31,12910,188.1,170.4,6.292,66.28,369070,11968.18,654482,9600,193.15,117.83,9600,12835
2018/2/1,12840,190,169.9,6.296,66.88,371310,11877.27,396144,9600,193.35,119.96,9600,12835
2018/2/2,12740,193.5,171,6.2798,67.11,372280,11877.27,300978,9600,192.75,119.96,9600,12760
2018/2/5,12685,192.6,171.5,6.2927,65.75,374740,11813.64,396988,9600,193.65,118.28,9600,12595
2018/2/6,12615,187.6,169.8,6.2783,64.89,376120,11745.45,684648,9600,192.95,119.47,9600,12400
2018/2/7,12440,187,168.8,6.2596,64.36,379000,11736.36,317730,9600,194.1,119.69,9600,12400
2018/2/8,12200,182.8,165.4,6.326,62.74,379010,11718.18,549234,9600,194.05,121.07,9600,12205
2018/2/9,12200,180,166.7,6.3004,61.57,379390,11727.27,408430,9600,192.65,119.7,9600,12200
2018/2/12,12310,213.0924094,169.6,6.329,61.04,385220,11727.27,336460,9600,192.9,118.63,9600,12340
2018/2/13,12205,181.3,167.4,6.344,60.52,389220,11727.27,255636,9600,192.9,119.15,9600,12185
2018/2/14,12225,176.6,167.1,6.3441,60.62,389480,11727.27,311186,9600,193.35,116.04,9600,12205
2018/2/22,12265,179,173.4,6.3605,63.08,390280,11745.45,254590,9300,190.65,118.86,9300,12245
2018/2/23,12525,182.5,176.6,6.338,64.15,390380,11772.73,544132,9300,191.3,120.09,9300,12580
2018/2/26,12565,185.6,184.1,6.307,65.18,391480,12031.82,367786,9300,193.3,119.61,9300,12760
2018/2/27,12695,184.3,184.5,6.3064,64.99,391480,12163.64,358222,9300,193.5,121.55,9300,12615
2018/2/28,12625,185.4,190,6.3335,63.97,393080,12163.64,544922,9300,192.75,123.84,9300,12605
2018/3/1,12660,181.5,176.8,6.343,62.17,396420,12118.18,344640,9300,192.4,125.58,9300,12660
2018/3/2,12735,184.1,173.7,6.3472,61.57,396560,12140.91,349114,9300,192.4,126.46,9300,12625
2018/3/5,12735,185,174.8,6.3406,62.87,397380,12168.18,527602,9300,193.7,127.51,9300,12735
2018/3/6,12715,185.3,174.5,6.3401,63.24,399000,12181.82,428034,9300,193.85,129.04,9300,12930
2018/3/7,12715,184.5,174.9,6.3229,62.68,398980,12181.82,382530,9300,193.2,130.12,9300,12715
2018/3/8,12645,183.9,173.4,6.3321,61.85,398950,12186.36,500222,9300,193.3,130.02,9300,12645
2018/3/9,12345,184.2,173.5,6.337,61.95,398660,12195.45,736840,9300,192.85,129.58,9300,12005
2018/3/12,12330,185.5,174.2,6.3236,62.53,399440,12145.45,420728,9300,193.2,128.39,9300,12300
2018/3/13,12330,184.2,174,6.3294,62.15,399900,12131.82,326914,9300,193,125.65,9300,12330
2018/3/14,12330,184.3,176,6.3162,61.97,399820,12118.18,471962,9300,193.1,125.52,9300,12330
2018/3/15,12330,185.8,176,6.3221,62.24,400500,12118.18,379238,9300,193.25,148.5,9300,12330
2018/3/16,12615,182.6,174.4,6.3247,62.74,402830,11981.82,632926,9300,193.45,121.6,9300,12655
2018/3/19,12435,180.9,175,6.3322,63.31,403140,11909.09,400676,9300,192.2,123.15,9300,12355
2018/3/20,12325,178.5,173.3,6.3301,64.11,404570,11672.73,641032,9300,190.2,121.79,9300,12160
2018/3/21,12130,213.0924094,173.5,6.3315,65.39,407270,11581.82,369852,9300,189.35,118.23,9300,12130
2018/3/22,12120,177.5,172.4,6.3212,66.19,407350,11581.82,421504,9300,189.05,118.92,9300,12170
2018/3/23,12120,167,163.3,6.324,66.4,409220,11336.36,879664,9300,187.3,116.43,9300,12120
2018/3/26,11270,167,162.2,6.2849,66.81,411660,10927.27,1098146,9300,187.95,113.55,9300,11270
2018/3/27,11205,169.4,166.5,6.2728,66.81,416880,10845.45,546848,9300,188.3,113.8,9300,11205
2018/3/28,11190,171.8,168.5,6.2884,66.06,416550,10827.27,611006,9300,188.3,114.36,9300,11230
2018/3/29,11125,174.7,168,6.2904,65.87,416590,10827.27,436078,9300,188.35,113.73,9300,11120
2018/3/30,11025,174.9,201.3327889,6.2733,65.87,416560,10654.55,729068,9300,188.35,113.73,9300,11025
2018/4/2,11025,173.3,175,6.2803,66.08,418070,10695.45,514842,9300,189.15,113.83,9300,11025
2018/4/3,11025,171.4,174.5,6.2844,64.97,417870,10686.36,689352,9300,189.15,113.49,9300,11025
2018/4/4,11025,170.6,171,6.2999,64.48,418810,10740.91,444210,8600,189.15,112.05,8600,11025
2018/4/9,11025,174.3,171.7,6.3107,65.08,419190,10704.55,364164,8600,187.1,119.11,8600,11025
2018/4/10,11025,176,171.8,6.2962,66.95,418940,10695.45,574624,8600,187.1,118.29,8600,11025
2018/4/11,10725,174.9,170.3,6.286,68.29,418780,10763.64,548352,8600,185.8,117.44,8600,10250
2018/4/12,10725,178,170,6.2814,68.74,418670,10754.55,534236,8600,183.65,117.03,8600,10725
2018/4/13,10500,174.9,170.1,6.2825,69.29,421240,10754.55,414350,8600,180.15,117.99,8600,10500
2018/4/16,10500,170.8,169,6.2811,68.41,423700,10600,851506,8600,181.8,117.92,8600,9765
2018/4/17,10715,172.8,169,6.2764,68.36,424320,10450,449904,8600,181.35,116.2,8600,10690
2018/4/18,10770,176,169.9,6.2854,69.39,425030,10450,509916,8600,181.2,115.76,8600,10800
2018/4/19,11100,179.5,174,6.2778,70.96,425390,10450,1137596,8700,177.85,116.86,8900,11365
2018/4/20,11255,180.3,172.8,6.2898,70.37,425870,10554.55,797038,8700,181.75,116.58,8900,11140
2018/4/23,11235,180,173.4,6.3044,70.51,426540,10640.91,648882,8550,179.7,116.82,8550,11275
2018/4/24,11160,180.9,173,6.3092,71.35,426560,10640.91,604276,8550,179.3,116.18,8550,11155
2018/4/25,11200,180.8,173.1,6.3204,70.5,426400,10640.91,563158,8700,178.4,115.57,8700,11210
2018/4/26,11105,180,171.2,6.33,71,426340,10672.73,594440,8700,178.05,115.82,8700,11060
2018/4/27,10960,178.2,169.3,6.3439,71.24,427710,10663.64,706678,8700,178.2,118.13,8700,10940
2018/5/2,11070,180.9,173,6.3602,70.46,427650,10672.73,435020,8400,179.25,118.99,8400,11165
2018/5/3,11175,213.0924094,173.8,6.3532,70.64,427890,10709.09,457978,8400,180.15,120.1,8400,11230
2018/5/4,11270,213.0924094,173.5,6.3589,70.98,429060,10777.27,648452,8400,179.75,122.55,8400,11260
2018/5/7,11375,180.5,173.2,6.3649,72.44,430320,10840.91,753226,8800,180.3,124.74,8800,11435
2018/5/8,11410,179,171.4,6.3676,72.1,430080,10840.91,421194,8800,180.4,126.19,8800,11425
2018/5/9,11335,178.5,170.9,6.3784,73.95,430130,10840.91,523640,8700,176.6,126.19,8900,11320
2018/5/10,11330,178.5,169.1,6.3613,74.45,429980,10840.91,607138,8950,181.05,126.19,8950,11310
2018/5/11,11320,179,168.3,6.3351,74.41,431990,10895.45,551306,8800,182.025,126.56,8800,11390
2018/5/14,11340,178.9,167.4,6.3368,74.2,431930,10895.45,552100,8800,182.7,126.56,8800,11365
2018/5/15,11175,177,166.3,6.3535,75.47,432750,10845.45,739772,8800,182.15,125.51,8800,10995
2018/5/16,11135,177.8,166,6.3685,75.18,433160,10836.36,679522,8400,182.82,122.15,8400,11160
2018/5/17,11140,177.7,166.3,6.3671,76.76,432990,10836.36,428442,9000,184.6,122.5,9000,11150
2018/5/18,11365,179.5,165.5,6.376,76.47,432550,10904.55,897230,9000,184.65,124.33,9000,11410
2018/5/21,11605,183.5,167.8,6.3888,76.22,432370,10990.91,1206978,8700,188,126.25,9000,11945
2018/5/22,11990,183.5,167.1,6.3709,77.19,435940,10990.91,678980,8700,188.9,127.3,9000,11865
2018/5/23,11410,183.5,165.5,6.3852,76.43,436260,11054.55,1076340,8600,187.65,128.42,8600,11360
2018/5/24,11410,182,165.4,6.3846,76.62,436390,11018.18,487872,8600,187.15,128.35,8600,11410
2018/5/25,11485,182.5,164.9,6.3891,74.87,439100,11018.18,618620,8600,188.25,127.68,8600,11560
2018/5/28,11440,182.8,162.9,6.3938,73.37,441480,11009.09,553396,8400,190.53,126.63,8400,11440
2018/5/29,11650,181.3,201.3327889,6.4188,72.91,444910,11077.27,760000,8400,189.27,125.22,8400,11610
2018/5/30,11560,178.7,163.1,6.4248,73.73,445190,11013.64,776286,8400,189.27,125.22,8400,11560
2018/5/31,11295,176.2,162.9,6.401,75.18,445640,11004.55,515738,8400,189.02,123.18,8400,11200
2018/6/1,11445,174.6,164.5,6.4169,74.25,445830,11004.55,670778,8400,189.03,120.5,8400,11310
2018/6/4,11450,173.1,163.8,6.4123,73.57,446220,10995.45,468436,8200,189.4,119.44,8200,11175
2018/6/5,11450,170.1,163,6.4015,72.8,446110,11018.18,793348,8200,188.65,116.69,8200,11450
2018/6/6,11125,171.3,162.7,6.3956,73.07,446040,11027.27,393686,8200,187.95,113.81,8200,11265
2018/6/7,11265,172.9,162.9,6.3933,73.63,447370,11086.36,509440,8200,188.01,112.05,8200,11245
2018/6/8,11265,171.6,161.3,6.4097,74.23,448180,10959.09,719462,8200,186.6,112.56,8200,11265
2018/6/11,10975,171.2,160.3,6.4016,73.97,450330,10904.55,406534,8000,187.87,113.11,8000,10980
2018/6/12,11010,172.4,161.3,6.4041,74.12,450530,10909.09,519196,8000,187.53,112.02,8000,11020
2018/6/13,11010,170.1,156,6.4051,73.36,452040,10777.27,1337308,8000,187.06,109.74,8000,11010
2018/6/14,11010,168.9,154.5,6.3923,73.81,452210,10486.36,876520,8000,186.89,108.92,8000,11010
2018/6/15,11010,166.5,201.3327889,6.4168,72.8,451850,10477.27,558974,8000,186.89,108.92,8000,11010
2018/6/19,9990,156.3,147.9,6.4743,71.88,451760,10211.11,918586,8000,184.88,110.8,8000,10025
2018/6/20,10070,160.8,148.9,6.4715,72.49,452530,10027.78,475290,8000,185.07,108.05,8000,10115
2018/6/21,10180,161.1,148.8,6.4917,70.96,453280,10138.89,434728,8000,184.76,109.38,8000,10135
2018/6/22,10195,160,148.6,6.4964,71.89,454380,10161.11,626250,8200,185.92,108.61,8200,10250
2018/6/25,10235,163.4,146,6.524,72.16,454780,10233.33,498906,8200,184.9,109.32,8200,10200
2018/6/26,10235,165.4,145.6,6.556,72.69,454410,10294.44,510334,8200,185.57,109.24,8200,10235
2018/6/27,10285,166.5,146.3,6.595,74.31,454300,10294.44,354150,8200,184.61,109.92,8200,10230
2018/6/28,10315,167.8,146.5,6.625,74.86,457600,10316.67,513130,8200,184.22,110.37,8200,10275
2018/6/29,10305,168.5,148,6.6246,75.68,457530,10316.67,401652,8200,185.93,111.18,8200,10365
2018/7/2,10300,166.6,147.5,6.649,75.61,459280,10327.78,553948,8200,185.8,107.75,8200,10300
2018/7/3,10335,164.2,146.8,6.6672,74.96,462480,10327.78,347106,8200,185.8,107.75,8200,10435
2018/7/4,10370,164.5,145.3,6.6211,75.38,462940,10222.22,457212,8200,186.05,107.28,8200,10280
2018/7/5,10240,165,146,6.6372,75.21,463850,10216.67,541120,7600,184.72,104.79,7600,10260
2018/7/6,10240,164.3,145.8,6.648,74.5,467800,10138.89,500440,7600,183.66,103.24,7600,10240
2018/7/9,10395,167,148,6.6175,75.23,468600,10322.22,423982,7600,184.98,103.93,7600,10405
2018/7/10,10355,166.2,147.1,6.623,76.34,471520,10294.44,481580,7600,185.7,103.1,7600,10400
2018/7/11,10355,165,147,6.6674,74.4,474390,10161.11,476906,7850,185.97,102.17,7850,10355
2018/7/12,10355,163.5,146.8,6.6679,72.15,475030,10161.11,439450,7850,186.5,100.4,7850,10355
2018/7/13,10355,163.2,147.2,6.6905,72.15,475010,10166.67,348168,7850,187.11,102.66,7850,10355
2018/7/16,10355,213.0924094,146.3,6.6838,71.9,477410,10155.56,354842,7550,188.08,104.42,7550,10355
2018/7/17,10300,163.9,146.7,6.679,70.38,477590,10222.22,609108,7550,189.61,106.13,7550,10300
2018/7/18,10300,164.8,147,6.7145,69.98,478520,10238.89,327410,7550,189.6,104.81,7550,10300
2018/7/19,10275,165.3,146.8,6.7734,70.91,478420,10211.11,491942,7550,189.59,103.78,7700,10210
2018/7/20,10200,163.2,146.2,6.7795,71.57,481010,10194.44,339922,7550,189.55,104.03,7700,10200
2018/7/23,10080,163.1,144,6.7834,71.85,481040,10122.22,572718,7550,189.95,103.26,7700,10080
2018/7/24,10080,160.5,142.2,6.81,72.01,478960,10105.56,496920,7450,189.71,103.49,7450,10080
2018/7/25,10125,162.5,144.5,6.7784,72.87,479570,10194.44,614416,7450,190.4,104.69,7450,10180
2018/7/26,10125,162,144.5,6.7825,73.62,481420,10188.89,320026,7450,191.41,105.67,7450,10125
2018/7/27,10045,161.6,143.5,6.8246,73.69,482640,10183.33,466466,7450,191.4,104.04,7450,10105
2018/7/30,10225,163.9,144.3,6.8256,73.53,485230,10222.22,662366,7400,191.26,101.55,7400,10250
2018/7/31,10200,164.6,147.2,6.8255,73.62,485200,10200,506204,7400,191.67,100.38,7400,10225
2018/8/1,10145,164,145.5,6.7948,72,487420,10144.44,545950,7400,192.4,100.4,7400,10130
2018/8/2,10125,163.4,146.2,6.83,71.52,487190,10083.33,373238,7400,192.37,101.25,7400,10005
2018/8/3,10125,162.3,145.3,6.862,71.98,488060,10083.33,600856,7300,190.43,101.54,7300,10125
2018/8/6,10095,164.3,145.9,6.842,72.18,489850,10166.67,677000,7300,190.73,102.22,7300,10240
2018/8/7,10270,164.6,147,6.834,72.49,491060,10277.78,925508,7300,190.41,103.01,7300,10370
2018/8/8,10280,164.7,147.2,6.8316,72.1,491780,10294.44,660076,7300,190.83,102.29,7300,10300
2018/8/9,10300,165,201.3327889,6.8283,72.03,491560,10327.78,540664,7300,191.43,101.25,7300,10300
2018/8/10,10300,163.3,146.6,6.8574,70.6,491970,10327.78,684906,7300,191.43,101.54,7300,10300
2018/8/13,10300,163.3,147.1,6.8767,70.97,492020,10277.78,388224,7300,190.01,101.66,7300,10300
2018/8/14,10300,163.2,146.6,6.883,71.33,492320,10272.22,556966,7300,189.91,102.03,7300,10300
2018/8/15,10300,161.6,146.6,6.9049,69.77,494860,10266.67,468776,7300,188.67,102.73,7300,10300
2018/8/16,10070,158.9,145.5,6.896,69.47,496580,10211.11,900120,7300,188.67,100.1,7300,10015
2018/8/17,10005,160,145.1,6.8815,70.27,497980,10003.33,448360,7500,188.67,100.32,7800,9930
2018/8/20,10020,162.4,146.1,6.8525,70.64,496510,10000,503452,7500,191.37,100.22,7800,10055
2018/8/21,10335,163.9,148.5,6.838,71.01,499090,9988.89,937652,7500,191.63,100.17,7800,10675
2018/8/22,10705,166.6,201.3327889,6.846,71.75,501890,10244.44,1149464,7800,191.63,101.09,7800,10585
2018/8/23,10615,163.2,148.5,6.869,73.01,499710,10433.33,943654,7800,191.25,101.09,7800,10520
2018/8/24,10595,162,149.5,6.8789,74.02,498280,10422.22,575048,7800,191.05,100.29,7800,10595
2018/8/27,10630,162.5,148.9,6.8171,74.09,499410,10508.89,523766,7550,191.33,99.95,8500,10645
2018/8/28,10535,158.5,146.5,6.807,74.75,501950,10405.56,646406,7550,191.68,100.45,8500,10415
2018/8/29,10475,159.6,146.2,6.8218,74.48,499920,10416.67,388880,7550,190.77,99.33,8500,10460
2018/8/30,10555,160.2,147.2,6.836,75.72,499270,10483.33,618422,7550,190.15,99.46,8500,10535
2018/8/31,10530,160.2,147,6.8299,75.74,501270,10500,454326,7550,189.64,99.46,8500,10470
2018/9/3,10305,156.5,145.1,6.8165,75.77,503440,10433.33,697474,7550,189.35,99.68,8600,10250
2018/9/4,10275,156.4,144.7,6.829,76.32,506890,10338.89,364216,7550,185.36,99.44,7850,10285
2018/9/5,10300,155.4,144.2,6.8381,75.18,507160,10350,385288,7500,185.36,100,7500,10300
2018/9/6,10340,154,144.6,6.8307,74.51,508340,10350,335472,7500,184.23,99.98,7500,10360
2018/9/7,10370,151.8,144.2,6.8379,74.17,508990,10355.56,647012,7500,183.59,100.19,7500,10375
2018/9/10,10390,151.8,142.9,6.8655,75.2,508850,10450,359776,7500,181.82,100.34,7500,10385
2018/9/11,10375,149.9,142.7,6.8637,76.02,507960,10472.22,354720,7500,181.82,100.34,7500,10355
2018/9/12,10415,149.6,144.7,6.868,77.16,507980,10750,588006,7850,180.06,100.34,7850,10435
2018/9/13,10550,149,144.8,6.8487,76.46,507150,10750,514520,7850,179.37,101.29,7850,10675
2018/9/14,10585,149,143.9,6.8521,76.05,512870,10750,312658,7850,181.03,101.79,7850,10590
2018/9/17,10465,213.0924094,143.9,6.869,76.19,513850,10700,505294,7750,179.19,101.35,7750,10445
2018/9/18,10505,147.4,143.7,6.8644,76.09,515140,10661.11,331068,7750,178.92,101.35,7750,10505
2018/9/19,10515,144.7,143.6,6.8534,77.06,513760,10661.11,366824,7850,177.5,100.93,8000,10515
2018/9/20,10740,145.2,144.2,6.8528,77.13,513230,10766.67,844538,7850,177.5,101.13,8000,10760
2018/9/21,10745,145,141.8,6.839,77.08,514220,10805.56,472516,7850,179.54,101.11,8000,10850
2018/9/25,10850,147,141.3,6.877,80.44,514330,10933.33,315158,7850,177.17,100.59,7850,10885
2018/9/26,10895,143.1,140.7,6.874,81.58,521020,10961.11,376156,7850,177.4,100.15,7850,10920
2018/9/27,10675,140.4,140.1,6.877,80.88,518980,10888.89,354660,7850,179.87,99.142,7850,10705
2018/9/28,10675,144.8,141.1,6.8814,81.48,520810,10855.56,305926,7850,177.13,98.11,7850,10675
2018/10/8,10700,213.0924094,141,6.9135,81.88,519750,10794.44,296690,7600,173.83,98.51,7600,10655
2018/10/9,10910,159.2,142.8,6.9235,83.17,520790,11155.56,857824,7900,173.42,100.27,7900,10930
2018/10/10,10880,158.3,142.7,6.9194,82.6,521850,11155.56,387034,7600,173.34,99.76,7600,10880
2018/10/11,10880,153.6,142.3,6.9268,80.14,519820,10883.33,636816,7600,172.74,98.78,7800,10880
2018/10/12,10880,153.7,143.1,6.9234,79.36,519680,10883.33,369240,7700,173.45,98.66,7700,10880
