date,a,b,c,d,e,f,g,h,j,k,l,m,open
2015/11/19,10340,136,122,6.384,38.52,163430,9746.67,756614,7000,164.1,87.72,7000,10300
2015/11/20,10330,141.9,122,6.385,38.37,162900,9693.33,705326,7000,164.15,88.98,7000,10340
2015/11/23,10325,213.0924094,120,6.3896,38.35,162500,9593.33,933100,6700,162.8,89.03,6900,10395
2015/11/24,10225,149.5,121.5,6.3895,39.59,114020,9506.67,1027686,6700,161.2,88.62,6900,10395
2015/11/25,10615,151.7,123,6.3892,39.81,114020,9493.33,1033526,6700,161.2,89.36,6900,10775
2015/11/26,10935,157.4,123.7,6.3896,39.65,113990,9500,1266016,6700,160.8,88.31,6900,10975
2015/11/27,10940,153.8,123.5,6.3952,39.08,114790,9520,826130,6700,160.3,88.02,6900,10900
2015/11/30,10850,153.1,123.5,6.3981,38.93,114790,9506.67,660840,6700,159.4,86.67,6900,10895
2015/12/1,11060,156.3,125.5,6.3986,39.25,121350,9506.67,947020,6700,159.35,88,6900,11165
2015/12/2,11235,159.3,128.5,6.3988,38.4,121540,9533.33,924470,6700,158.35,89.32,6900,11285
2015/12/3,11155,161.8,127.5,6.3972,37.84,121540,9556.67,913994,6700,157.3,88.59,6900,11220
2015/12/4,11245,162.2,127,6.402,38.03,124530,9556.67,888878,6800,157.1,88.22,7000,11260
2015/12/7,11400,164,129.9,6.4082,36.4,125410,9556.67,975682,7000,157.6,87.47,7000,11495
2015/12/8,11420,161.4,129.4,6.4172,35.25,127110,9613.33,840186,7000,156.45,86.53,7000,11460
2015/12/9,11435,164.3,129,6.428,34.74,130710,9593.33,797722,7000,156.55,86.42,7000,11450
2015/12/10,11395,160,127.9,6.4378,34.64,132810,9573.33,990114,7000,155.7,86.36,7000,11355
2015/12/11,11440,157.8,127.9,6.4553,33.71,135910,9546.67,964560,7000,154.2,85.71,7000,11490
2015/12/14,11455,155.9,126,6.4591,32.55,137410,9553.33,825042,7000,151.5,84.84,7000,11490
2015/12/15,11480,150.3,124.1,6.461,32.56,138900,9566.67,953916,7000,150.65,84.89,7000,11470
2015/12/16,11465,146.4,123.2,6.4733,32.28,138900,9576.67,690494,7000,150.35,85.02,7000,11460
2015/12/17,11540,151.8,123.2,6.4837,31.49,139400,9576.67,875302,6800,150.8,84.9,6800,11500
2015/12/18,11560,147,123,6.4815,31.63,139400,9550,782078,6800,151.3,84.45,6800,11620
2015/12/21,11790,153.9,124,6.4808,30.74,140400,9603.33,1069778,6800,153.05,84.77,6800,11910
2015/12/22,11835,155.5,123.8,6.4788,31.15,145330,9653.33,765298,6800,153.1,84.2,6800,11785
2015/12/23,11690,213.0924094,123,6.4778,31.25,145930,9643.33,754472,6800,153.3,83.43,6800,11700
2015/12/24,11655,152.5,123,6.4768,32.17,147130,9676.67,937368,6800,153.3,83.43,6800,11565
2015/12/25,11515,151,201.3327889,6.4763,32.17,150030,9706.67,498628,6800,153.3,83.43,6800,11510
2015/12/28,11445,148,119.6,6.488,31.71,151720,9706.67,691006,6700,154.2,83.12,7000,11455
2015/12/29,11440,146.1,117.1,6.4852,31.55,155130,9700,654958,6700,154.45,81.93,7000,11455
2015/12/30,11485,147.3,117.5,6.4902,31.42,156430,9753.33,789296,6000,154.3,80.16,7000,11550
2015/12/31,11510,213.0924094,201.3327889,6.4936,31.27,158900,9760,665836,6000,155.3,78.37,7000,11410
2016/1/4,11335,139.9,115.5,6.5172,31.79,166400,9666.67,756704,6000,155.65,75.44,7000,11235
2016/1/5,10980,137.3,115,6.5199,31.21,166600,9653.33,695098,6000,151.8,75.44,7000,10930
2016/1/6,10545,134,114.4,6.5575,29.71,167200,9660,751416,6000,149.9,76.22,7000,10320
2016/1/7,9895,133.5,111.7,6.5939,27.85,167500,9646.67,885968,6000,149.45,75.53,7000,9880
2016/1/8,9850,133.8,112.5,6.5888,28.47,178570,9630,767204,6000,150,77.13,7000,9820
2016/1/11,9620,213.0924094,113,6.5822,27.07,180510,9590,893256,6000,147.5,75.51,7000,9470
2016/1/12,9400,132.1,116.5,6.575,25.76,190220,9543.33,725740,6000,146.5,75.69,7000,9300
2016/1/13,9525,138.8,123.3,6.575,25.69,190530,9526.67,836470,6000,146.6,76.44,7000,9560
2016/1/14,9540,144.3,128.9,6.5887,25,198800,9513.33,755858,6000,145.3,77.07,7000,9600
2016/1/15,9565,145.6,128.5,6.5873,24.74,202960,9513.33,730168,6000,143.85,79.16,7000,9465
2016/1/18,9895,145.3,128.5,6.5793,23.58,203260,9526.67,981188,6000,143.5,79.83,7000,9985
2016/1/19,10085,147.6,130,6.5782,23.85,202910,9553.33,894590,6000,143.55,82.23,7000,10185
2016/1/20,10130,146.3,127.3,6.5796,22.48,207180,9673.33,739186,6000,141.2,84.11,7000,10150
2016/1/21,10115,146.3,127,6.5793,22.89,212540,9693.33,760460,6000,139.6,85.73,7000,10055
2016/1/22,10220,150.1,127.3,6.5794,25.5,214280,9700,826832,6000,141.7,87.65,7000,10250
2016/1/25,10195,153.3,127.8,6.5794,25.58,214250,9773.33,640530,6000,141.2,89.5,7000,10150
2016/1/26,10120,150.7,123.5,6.5797,25.11,214070,9740,611058,6000,139.75,89.5,7000,10075
2016/1/27,10205,150,124.3,6.578,26.4,213960,9773.33,636958,6000,139.75,89.31,7000,10280
2016/1/28,10130,149.7,122,6.5755,28.28,213890,9766.67,572396,6000,138.8,89.77,7000,10085
2016/1/29,10105,151.1,122.5,6.5789,29.11,213640,9720,655720,6000,138.5,90.15,7000,10115
2016/2/1,10155,153.6,123.6,6.5792,29.73,213620,9706.67,619050,6800,138.15,88.83,6800,10115
2016/2/2,10070,151.5,124.5,6.5797,28.4,213490,9666.67,619794,6800,137.1,88.83,6800,10065
2016/2/3,10005,148.7,121.8,6.5793,28.65,215190,9666.67,515012,6800,134.95,87.1,6800,9930
2016/2/4,10165,152,124.4,6.5777,29.93,216280,9640,583146,6800,134.95,88.55,6800,10020
2016/2/5,10055,149,123,6.5695,29.3,216280,9640,376244,6800,134.55,88.83,6800,9975
2016/2/15,10260,141.5,128,6.4944,28.44,216280,9686.67,592028,6800,135.6,85.13,6800,10290
2016/2/16,10320,143.2,128,6.5136,29.35,216280,10100,647546,6800,135.6,85.77,6800,10360
2016/2/17,10240,141.5,126,6.5259,28.18,216280,10086.67,478640,6800,135.6,83.89,6800,10000
2016/2/18,10315,142.6,125.9,6.5176,29.96,221880,10000,530800,6800,137.25,83.82,6800,10110
2016/2/19,10280,141,127,6.5204,29.17,221450,9900,687606,6800,137.95,83.21,6800,10400
2016/2/22,10495,139.5,128.4,6.5195,29.48,221450,10200,739358,6800,138.6,83.63,6800,10445
2016/2/23,10480,144.4,129,6.5264,28.94,221190,10193.33,607176,6800,140.05,86.45,6800,10360
2016/2/24,10430,144.5,128,6.5326,28.3,220960,10100,616744,6800,140,87.14,6800,10305
2016/2/25,10475,147.4,128.9,6.534,29.19,220770,10100,830560,6800,139.95,87.88,6800,10240
2016/2/26,10210,147.4,128.9,6.5372,30.74,220720,9966.67,905892,6800,140.3,89.13,6800,10100
2016/2/29,10135,146.2,125.9,6.5472,30.13,223820,9846.67,872496,6800,141.35,88.5,6800,10065
2016/3/1,10085,147.5,130.8,6.5472,31.65,229530,9880,803536,6800,142.3,88.96,6800,10100
2016/3/2,10350,152,132.9,6.5515,31.72,229300,10160,991050,6800,143.25,89.64,6800,10375
2016/3/3,10465,155.3,137.5,6.5428,31.68,229250,10200,932062,6800,144.75,90.53,6800,10420
2016/3/4,10915,160,148,6.5218,32.42,229380,10600,1387252,6800,148.65,92.97,6800,11085
2016/3/7,11445,165,150,6.515,34.43,229450,11300,1659188,6800,157.55,97.44,6800,11565
2016/3/8,11420,161.5,145.6,6.5055,35.07,229780,11253.33,1649856,6800,160.4,97.66,6800,11205
2016/3/9,11130,159,140.8,6.515,35.05,232370,10800,1034442,6800,158.6,97.61,6800,10945
2016/3/10,10990,163.4,139,6.5159,35.23,232230,10873.33,1108062,6800,159.6,96.81,6800,10770
2016/3/11,10910,156.2,140,6.4985,35.62,233330,10900,913034,6800,159.5,95.71,6800,10815
2016/3/14,11245,157.5,139.9,6.495,34.74,235620,10880,925500,6800,161.15,102.01,6800,11200
2016/3/15,10925,153.9,140,6.5105,33.69,235670,10700,916328,6800,160.65,101.92,6800,10610
2016/3/16,10940,155.6,141,6.521,34.5,237210,10800,785266,6800,160.3,100.85,6800,10800
2016/3/17,11350,160.9,146.3,6.493,36.36,238150,10913.33,993066,7700,162.25,104.34,7700,11435
2016/3/18,11545,165.7,148.5,6.4727,36.59,238050,11273.33,1342666,7700,165.15,108.42,7700,11500
2016/3/21,11440,213.0924094,150,6.4858,36.27,238000,11100,1191944,7700,167.65,107.09,7700,11285
2016/3/22,11260,167.5,151.5,6.4926,36.67,237910,11046.67,890952,7700,169.8,107.02,7700,11190
2016/3/23,11085,166,151,6.4969,36.19,237810,10893.33,896336,7700,169,109.08,7700,11105
2016/3/24,10970,166.8,149.5,6.5126,34.96,237780,10793.33,968846,7700,169,107.77,7700,10905
2016/3/25,11105,167,201.3327889,6.5154,34.96,237870,10806.67,664748,7700,169,107.77,7700,11105
2016/3/28,11190,170.7,150.1,6.516,35.48,237740,10900,861152,7700,171,108.13,7700,10960
2016/3/29,11070,168.8,151,6.5115,34.5,239250,10700,948282,7700,172.05,111.19,7700,10770
2016/3/30,10840,171.1,149.8,6.478,34.91,239510,10600,835052,7700,173.15,113.52,7700,10805
2016/3/31,10775,170,150.5,6.4676,34.33,240930,10500,940140,7700,173.35,114.13,7700,10700
2016/4/1,10910,170.5,154.2,6.4644,34.54,240750,10506.67,798798,7700,173.35,113.6,7700,10910
2016/4/5,11065,175.3,159.9,6.4732,32.71,241780,10673.33,734678,7700,177.15,115.12,7700,10970
2016/4/6,11120,175.4,161.8,6.482,33.93,248900,10786.67,832098,7700,178.75,117.17,7700,11090
2016/4/7,11070,177,163,6.4729,34.71,248780,10773.33,661904,7700,180.55,118.11,7700,11035
2016/4/8,11040,177.3,163.5,6.4753,36.01,253720,10706.67,850666,7700,182.05,116.77,7700,11070
2016/4/11,11620,180.5,170.7,6.47,37.02,254970,11250,1242826,7700,188.25,121.01,7700,11620
2016/4/12,11655,183,173,6.4592,38.62,254870,11400,973760,7700,192.5,121.93,7700,12050
2016/4/13,11990,186.5,172,6.4678,38.91,254730,11500,1413788,7700,198.7,124.83,7700,11005
2016/4/14,11775,185.5,201.3327889,6.4875,38.58,256290,12100,882422,9700,198.7,122.49,9700,11500
2016/4/15,11780,183,169.3,6.4816,38.05,258220,12040,993528,9700,198.7,123.79,9700,11660
2016/4/18,12080,181.5,170.6,6.4803,36.58,260170,12186.67,979894,9700,198,121.84,9700,12090
2016/4/19,12260,190,174,6.4722,38.27,260100,12370,1176196,9700,199.5,123.47,9700,12310
2016/4/20,12495,190,178.5,6.4693,38.46,260070,12790,1766100,9700,203.8,126.88,9700,12720
2016/4/21,12845,193.5,182.5,6.4793,40.09,260910,12900,1536748,9700,209.7,127.19,9700,13030
2016/4/22,12605,195,179.4,6.493,39.78,260820,12700,1394006,9700,212.05,127.9,9700,12485
2016/4/25,12670,189.6,180.3,6.4969,39.4,264050,12800,1096724,9700,214.45,128.19,9700,12565
2016/4/26,12600,193.2,181.9,6.4935,39.88,263890,12800,927242,9700,214.3,130.13,9700,12590
2016/4/27,12580,191.9,185,6.4935,41.38,263690,12760,1076936,9700,214.9,132.24,9700,12480
2016/4/28,12340,187,182,6.4818,42.02,264680,12453.33,964250,9700,213.1,133.51,9700,12250
2016/4/29,12305,213.0924094,183,6.4855,42.7,264530,12453.33,760438,9700,208.95,133.52,9700,12290
2016/5/3,12315,213.0924094,180.4,6.4743,41.03,264870,12493.33,687886,9700,206.75,131.98,9700,12530
2016/5/4,12320,213.0924094,180.9,6.5,40.45,271580,12460,800966,9700,202.9,129.8,9700,12220
2016/5/5,12090,213.0924094,180,6.5068,41.16,273380,12200,874532,9700,199.95,129.56,9700,11915
2016/5/6,11800,178.9,180.3,6.5023,40.57,274550,11960,867884,9700,201.25,128.62,9700,11795
2016/5/9,11530,175.5,179.5,6.5068,40.77,277540,11600,1137164,9700,203.2,128.66,9700,11325
2016/5/10,11385,175.4,181.5,6.5155,40.23,277270,11576.67,859954,9700,200.85,126.85,9700,11455
2016/5/11,11450,174,182,6.512,41.43,281180,11570,810356,9700,199.4,128.24,9700,11390
2016/5/12,11365,174.8,181.5,6.5122,43.33,281820,11556.67,957164,9700,198.2,127.93,9700,11550
2016/5/13,10975,164,177.2,6.5202,43.3,291240,11180,1101388,9700,193.25,125.79,9700,10850
2016/5/16,10830,164.7,174,6.5209,44.37,294530,11173.33,737086,7900,194.85,123.96,7900,10845
2016/5/17,10965,164.6,174.5,6.5227,44.82,294660,11180,636622,7900,194.85,122.94,7900,10940
2016/5/18,10975,161.9,172,6.5353,44.88,294340,11146.67,955120,7900,194.3,122.19,7900,10780
2016/5/19,10740,158.3,162.9,6.544,43.84,294280,10840,864826,7900,191.9,119.64,7900,10510
2016/5/20,10520,157,158.6,6.5433,44.77,293950,10813.33,693648,7900,190.65,118.13,7900,10550
2016/5/23,10175,150.8,201.3327889,6.5519,44.07,293400,10353.33,971070,7900,188.55,117.4,7900,10035
2016/5/24,10045,150.1,150.3,6.5567,44.02,294870,10200,596656,7900,186.85,116.03,7900,10035
2016/5/25,10070,160.1,201.3327889,6.562,44.97,297460,10220,687826,7900,188.3,114.67,7900,9910
2016/5/26,10135,158.5,149,6.5619,45.43,297510,10400,770428,7900,189.5,113.02,7900,10260
2016/5/27,10135,159.6,148.9,6.5597,44.76,298760,10400,909944,7900,190.85,112.18,7900,10280
2016/5/30,10150,160,151.9,6.5825,44.8,302250,10400,720954,7900,190.1,112.61,7900,10175
2016/5/31,10230,162.3,151.8,6.5846,45.15,301960,10413.33,767858,7900,191.2,113.09,7900,10000
2016/6/1,9990,156.5,151,6.5821,45.28,301860,10213.33,714916,7900,190.8,111.25,7900,9930
2016/6/2,10025,156.7,151,6.5792,45.67,301200,10246.67,673884,7900,191.8,111.82,7900,10100
2016/6/3,10160,156.6,150.3,6.5855,45.82,302400,10453.33,662546,7450,193.3,112.88,7450,10200
2016/6/6,10245,158.5,152.5,6.5648,46.1,301170,10666.67,706848,7450,194.9,111.55,7450,10370
2016/6/7,10295,156,152.8,6.572,46.63,301870,10653.33,595074,7450,199.75,113.65,7450,10220
2016/6/8,10120,155.6,152.1,6.5703,47.76,301610,10593.33,680652,7450,200.8,111,7450,10125
2016/6/13,10170,153.4,147,6.5863,46.25,301920,10633.33,598090,7600,198.3,107.13,7600,10280
2016/6/14,10260,149.7,145.2,6.5905,45.64,302970,10600,794962,7600,196.55,109.48,7600,10080
2016/6/15,10035,151.6,146,6.5883,45.36,302780,10586.67,627484,7600,195.05,110.91,7600,10020
2016/6/16,10350,150.6,148,6.584,44.03,302510,10593.33,694632,7200,194.9,111.09,7200,10350
2016/6/17,10410,153.5,153,6.591,44.18,301830,10700,1150092,7200,195.05,110.2,7200,10645
2016/6/20,10750,158.5,157.3,6.5792,46.24,301720,10800,828804,7500,195.8,111.12,7500,10725
2016/6/21,10680,160,158.9,6.5799,46.02,301510,10766.67,783454,7500,197.1,111.36,7500,10610
2016/6/22,10730,159,170,6.5807,46.46,301260,10766.67,744256,7400,198.35,112.44,7400,10880
2016/6/23,10815,161,170.2,6.5778,46.16,300210,10766.67,699084,7400,201.85,112.44,7400,10795
2016/6/24,10820,159.4,169.8,6.6148,44.88,299530,10753.33,1017808,7400,200.7,113.1,7400,10720
2016/6/27,10990,163,174,6.6393,44.32,299300,10853.33,910282,7600,203.25,109.55,7600,11100
2016/6/28,10985,164.3,177.3,6.6487,44.46,300840,11033.33,895540,7600,206.25,109.53,7600,11055
2016/6/29,11100,165.5,179,6.6464,45.82,300620,11050,896322,7600,211.1,110.4,7600,11000
2016/6/30,11185,167.8,179,6.6433,46.27,300430,11166.67,974776,7600,211.5,111.17,7600,11160
2016/7/1,11205,168,164.7,6.6582,45.42,301270,11200,959876,7500,211.3,111.54,7700,11250
2016/7/4,11755,171.6,168,6.6636,46.08,303560,11800,1208272,7500,211.35,110.91,7700,11870
2016/7/5,11545,170,162.5,6.6695,44.34,303480,11586.67,1117082,7500,210.65,111.04,7700,11645
2016/7/6,11115,160.7,201.3327889,6.69,44.35,303430,11160,1166248,7500,210.65,111.04,7700,10915
2016/7/7,11025,162.9,159.5,6.683,44.19,303380,11086.67,972140,7500,208.9,111.04,7700,10960
2016/7/8,10525,159.5,156.5,6.6881,42.59,303170,10540,1004478,7500,209,108.78,7700,10480
2016/7/11,10650,163.1,160.5,6.6879,42.21,302970,10620,777278,7500,208.5,108.78,7500,10640
2016/7/12,10605,167,166.7,6.685,43.22,304420,10796.67,953318,7500,208.5,108.72,7500,10795
2016/7/13,10605,172.8,171.5,6.6922,43.19,304750,11000,1336050,7500,208.3,108.72,7500,10605
2016/7/14,10605,170,179,6.6871,42.88,304460,10986.67,1127000,7500,209.25,108.4,7500,10605
2016/7/15,10605,173.5,183,6.6804,43.24,305700,11300,1293022,7500,210.25,109.85,7500,10605
